seq_id,aln_start,aln_end,env_start,env_end,hmm_acc,hmm_name,type,hmm_start,hmm_end,hmm_length,score,evalue,significance,clan
g10448.t1,191,633,190,634,PF09762.14,CCDC93_CC,Coiled-coil,2,428,429,346.6,2.9e-103,1,No_Clan
g10449.t1,1,90,1,92,PF12796.13,Ank_2,Repeat,2,88,90,76.5,2.3e-21,1,CL0465
g10449.t1,146,225,145,227,PF12796.13,Ank_2,Repeat,12,88,90,50.4,3.2e-13,1,CL0465
g10449.t1,302,369,281,371,PF12796.13,Ank_2,Repeat,22,87,90,50.3,3.6e-13,1,CL0465
g10449.t1,482,569,480,572,PF12796.13,Ank_2,Repeat,3,87,90,70.6,1.7e-19,1,CL0465
g10453.t1,26,111,24,113,PF12796.13,Ank_2,Repeat,4,88,90,58.4,1.1e-15,1,CL0465
g10453.t1,163,244,161,245,PF12796.13,Ank_2,Repeat,11,89,90,54.4,1.8e-14,1,CL0465
g10455.t1,201,346,201,347,PF01565.28,FAD_binding_4,Domain,1,138,139,115.7,1.7e-33,1,CL0077
g10455.t1,383,652,382,656,PF02913.24,FAD-oxidase_C,Domain,2,243,248,144.6,5.3e-42,1,CL0277
g10456.t1,104,245,100,256,PF08123.19,DOT1,Domain,8,151,205,58.9,6.2e-16,1,CL0063
g10458.t1,151,224,151,226,PF00005.33,ABC_tran,Domain,1,74,137,38.0,3e-09,1,CL0023
g10462.t1,2,113,2,113,PF20147.5,Crinkler,Domain,1,106,106,80.1,2.4e-22,1,CL0072
g10463.t1,4,115,4,115,PF20147.5,Crinkler,Domain,1,106,106,86.4,2.5e-24,1,CL0072
g10464.t1,2,113,2,113,PF20147.5,Crinkler,Domain,1,106,106,79.7,3e-22,1,CL0072
g10465.t1,143,230,140,231,PF13640.12,2OG-FeII_Oxy_3,Domain,4,97,98,66.6,4e-18,1,CL0029
g10466.t1,4,172,4,174,PF01210.29,NAD_Gly3P_dh_N,Family,1,155,158,142.9,1e-41,1,CL0063
g10466.t1,194,339,194,340,PF07479.19,NAD_Gly3P_dh_C,Domain,1,141,142,153.9,4e-45,1,CL0106
g10467.t1,254,312,232,314,PF00326.27,Peptidase_S9,Domain,145,206,213,27.4,2.7e-06,1,CL0028
g10469.t1,118,220,117,258,PF00775.27,Dioxygenase_C,Domain,2,100,182,46.1,4.7e-12,1,CL0287
g10474.t1,56,194,52,220,PF04307.19,YdjM,Domain,5,133,176,29.1,7.7e-07,1,CL0368
g10475.t1,57,84,57,86,PF00734.23,CBM_1,Domain,1,27,29,31.9,1.2e-07,1,CL0083
g10475.t1,101,129,101,129,PF00734.23,CBM_1,Domain,1,29,29,41.5,1.2e-10,1,CL0083
g10476.t1,66,94,66,94,PF00734.23,CBM_1,Domain,1,29,29,40.9,1.9e-10,1,CL0083
g10476.t1,193,221,193,221,PF00734.23,CBM_1,Domain,1,29,29,47.1,2.1e-12,1,CL0083
g10477.t1,13,171,13,174,PF00071.28,Ras,Domain,1,159,162,198.0,9.7e-59,1,CL0023
g10478.t1,47,180,43,182,PF01668.23,SmpB,Family,5,137,143,92.9,2.2e-26,1,No_Clan
g10479.t1,102,379,94,381,PF01167.24,Tub,Domain,9,253,256,94.3,1.2e-26,1,CL0395
g10484.t1,87,114,87,115,PF00734.23,CBM_1,Domain,1,28,29,35.8,7e-09,1,CL0083
g10485.t1,98,350,84,412,PF05843.20,Suf,Repeat,37,297,532,41.9,6.4e-11,1,CL0020
g10485.t1,670,741,670,741,PF00076.28,RRM_1,Domain,1,70,70,29.0,9.3e-07,1,CL0221
g10489.t1,43,132,43,133,PF12796.13,Ank_2,Repeat,2,88,90,64.7,1.1e-17,1,CL0465
g10489.t1,240,330,240,332,PF12796.13,Ank_2,Repeat,1,88,90,73.3,2.3e-20,1,CL0465
g10489.t1,331,396,328,398,PF12796.13,Ank_2,Repeat,25,90,90,62.3,6.2e-17,1,CL0465
g10489.t1,464,529,457,530,PF12796.13,Ank_2,Repeat,25,88,90,45.1,1.5e-11,1,CL0465
g10489.t1,650,739,650,742,PF12796.13,Ank_2,Repeat,1,87,90,68.8,6.1e-19,1,CL0465
g10489.t1,782,871,782,874,PF12796.13,Ank_2,Repeat,1,87,90,66.2,3.7e-18,1,CL0465
g10489.t1,924,1005,924,1006,PF12796.13,Ank_2,Repeat,11,89,90,67.9,1.1e-18,1,CL0465
g10489.t1,1134,1203,1130,1204,PF12796.13,Ank_2,Repeat,22,89,90,54.4,1.9e-14,1,CL0465
g10489.t1,1211,1300,1211,1301,PF12796.13,Ank_2,Repeat,1,89,90,51.7,1.2e-13,1,CL0465
g10490.t1,835,1026,816,1046,PF02714.20,RSN1_7TM,Family,57,245,274,31.5,1.4e-07,1,CL0416
g10493.t1,334,495,328,520,PF00211.25,Guanylate_cyc,Domain,13,158,183,38.4,1.2e-09,1,CL0276
g10495.t1,340,531,333,534,PF00211.25,Guanylate_cyc,Domain,12,180,183,39.9,4.1e-10,1,CL0276
g10496.t1,332,492,325,525,PF00211.25,Guanylate_cyc,Domain,12,156,183,39.3,6.5e-10,1,CL0276
g10498.t1,201,361,194,393,PF00211.25,Guanylate_cyc,Domain,12,156,183,40.0,3.9e-10,1,CL0276
g10503.t1,14,86,6,90,PF12796.13,Ank_2,Repeat,19,88,90,33.2,7.9e-08,1,CL0465
g10504.t1,28,139,28,155,PF02492.25,cobW,Domain,1,106,180,131.7,2.7e-38,1,CL0023
g10504.t1,209,297,198,299,PF02492.25,cobW,Domain,110,178,180,42.6,6e-11,1,CL0023
g10504.t1,417,531,412,531,PF07683.19,CobW_C,Domain,10,94,94,44.5,1.4e-11,1,CL0832
g10507.t1,675,744,674,745,PF04564.21,U-box,Domain,3,72,73,73.1,2e-20,1,CL0229
g10508.t1,17,119,17,119,PF20638.3,ATG5_UblA,Domain,1,97,97,99.4,1.7e-28,1,CL0072
g10508.t1,133,186,133,190,PF20637.2,ATG5_HBR,Domain,1,54,59,67.4,9.1e-19,1,No_Clan
g10508.t1,201,283,201,283,PF04106.18,ATG5_UblB,Domain,1,81,81,79.8,2.2e-22,1,CL0072
g10521.t1,57,188,57,193,PF14223.12,Retrotran_gag_2,Family,1,133,138,107.6,5.2e-31,1,CL0523
g10521.t1,308,388,308,389,PF22936.1,Pol_BBD,Domain,1,80,81,77.3,1.1e-21,1,No_Clan
g10521.t1,510,606,508,606,PF00665.32,rve,Domain,7,102,102,48.2,1.4e-12,1,CL0219
g10521.t1,991,1146,991,1151,PF07727.19,RVT_2,Family,1,157,243,141.7,3.8e-41,1,CL0027
g10530.t1,101,276,101,279,PF00005.33,ABC_tran,Domain,1,134,137,68.4,1.2e-18,1,CL0023
g10530.t1,436,641,433,641,PF01061.29,ABC2_membrane,Domain,4,211,211,134.4,5.2e-39,1,CL0181
g10530.t1,781,928,781,928,PF00005.33,ABC_tran,Domain,1,137,137,66.0,6.4e-18,1,CL0023
g10530.t1,1077,1288,1077,1288,PF01061.29,ABC2_membrane,Domain,1,211,211,115.7,2.6e-33,1,CL0181
g10530.t1,1313,1358,1293,1360,PF06422.18,PDR_CDR,Family,29,74,92,34.6,1.7e-08,1,CL0181
g10532.t1,100,275,100,278,PF00005.33,ABC_tran,Domain,1,134,137,68.4,1.2e-18,1,CL0023
g10532.t1,309,362,308,376,PF19055.6,ABC2_membrane_7,Family,2,56,410,26.8,3e-06,1,CL0181
g10532.t1,435,640,432,640,PF01061.29,ABC2_membrane,Domain,4,211,211,137.0,8.2e-40,1,CL0181
g10532.t1,781,928,781,928,PF00005.33,ABC_tran,Domain,1,137,137,66.0,6.4e-18,1,CL0023
g10532.t1,1077,1288,1077,1288,PF01061.29,ABC2_membrane,Domain,1,211,211,109.1,2.9e-31,1,CL0181
g10534.t1,155,227,153,235,PF12796.13,Ank_2,Repeat,3,81,90,30.8,4.4e-07,1,CL0465
g10535.t1,5,75,1,76,PF03083.21,MtN3_slv,Repeat,17,86,87,26.5,6.6e-06,1,CL0141
g10535.t1,114,197,113,199,PF03083.21,MtN3_slv,Repeat,2,85,87,74.6,6.4e-21,1,CL0141
g10536.t1,134,217,133,219,PF03083.21,MtN3_slv,Repeat,2,85,87,62.5,3.9e-17,1,CL0141
g10537.t1,131,213,130,215,PF03083.21,MtN3_slv,Repeat,2,84,87,64.4,9.9e-18,1,CL0141
g10538.t1,14,93,9,96,PF03083.21,MtN3_slv,Repeat,6,84,87,29.9,5.6e-07,1,CL0141
g10538.t1,134,218,133,219,PF03083.21,MtN3_slv,Repeat,2,86,87,60.2,2e-16,1,CL0141
g10539.t1,13,93,10,96,PF03083.21,MtN3_slv,Repeat,5,84,87,27.0,4.3e-06,1,CL0141
g10539.t1,134,216,133,219,PF03083.21,MtN3_slv,Repeat,2,84,87,66.1,2.7e-18,1,CL0141
g10540.t1,8,92,6,93,PF03083.21,MtN3_slv,Repeat,3,86,87,35.3,1.2e-08,1,CL0141
g10540.t1,132,215,130,216,PF03083.21,MtN3_slv,Repeat,3,86,87,83.6,1e-23,1,CL0141
g10542.t1,4,50,1,52,PF01498.24,HTH_Tnp_Tc3_2,Family,25,70,72,52.7,5.1e-14,1,CL0123
g10542.t1,61,212,60,213,PF13358.12,DDE_3,Domain,2,145,146,61.5,1e-16,1,CL0219
g10543.t1,9,126,6,136,PF24101.1,eWH_GTF3C1,Domain,5,96,110,32.3,8.6e-08,1,CL0123
g10544.t1,90,163,87,170,PF12796.13,Ank_2,Repeat,4,82,90,28.1,3e-06,1,CL0465
g10545.t1,120,199,120,200,PF01336.31,tRNA_anti-codon,Domain,1,74,75,45.3,8e-12,1,CL0021
g10545.t1,218,567,217,568,PF00152.25,tRNA-synt_2,Domain,2,307,308,305.0,6.3e-91,1,CL0040
g10547.t1,35,92,30,95,PF21389.3,CASTOR1_ACT-like,Domain,16,78,82,28.2,2e-06,1,CL0070
g10547.t1,98,159,95,160,PF13840.12,ACT_7,Domain,5,64,65,53.8,1.7e-14,1,CL0070
g10547.t1,277,340,276,340,PF13840.12,ACT_7,Domain,2,65,65,57.5,1.1e-15,1,CL0070
g10548.t1,5,112,4,125,PF06278.16,CNDH2_N,Family,2,99,117,125.3,1.5e-36,1,No_Clan
g10548.t1,546,705,546,705,PF16858.11,CNDH2_C,Domain,1,130,130,144.6,2e-42,1,CL0123
g10550.t1,1401,1469,1391,1477,PF00439.30,Bromodomain,Domain,11,77,84,50.4,2.2e-13,1,No_Clan
g10550.t1,2293,2386,2291,2400,PF13832.12,zf-HC5HC2H_2,Domain,3,94,109,32.8,8e-08,1,CL0229
g10550.t1,2560,2616,2559,2618,PF05964.19,FYRN,Family,2,58,60,63.8,1.1e-17,1,No_Clan
g10550.t1,2932,3039,2932,3039,PF00856.33,SET,Family,1,105,105,79.7,2.4e-22,1,CL0489
g10551.t1,236,278,235,278,PF13637.12,Ank_4,Repeat,2,50,50,32.7,8.5e-08,1,CL0465
g10552.t1,60,489,41,491,PF00083.30,Sugar_tr,Family,15,450,452,320.6,2.2e-95,1,CL0015
g10553.t1,60,489,41,491,PF00083.30,Sugar_tr,Family,15,450,452,317.7,1.7e-94,1,CL0015
g10554.t1,60,491,41,491,PF00083.30,Sugar_tr,Family,15,452,452,324.6,1.3e-96,1,CL0015
g10555.t1,106,165,102,166,PF03221.22,HTH_Tnp_Tc5,Domain,5,65,66,46.0,5.1e-12,1,CL0123
g10556.t1,60,491,41,491,PF00083.30,Sugar_tr,Family,15,452,452,318.8,7.5e-95,1,CL0015
g10564.t1,95,123,94,125,PF01239.28,PPTA,Repeat,2,30,32,36.6,2.6e-09,1,CL0020
g10564.t1,129,158,129,160,PF01239.28,PPTA,Repeat,1,30,32,28.1,1.4e-06,1,CL0020
g10565.t1,82,206,82,207,PF12400.13,STIMATE,Family,1,123,124,124.9,3.2e-36,1,No_Clan
g10565.t2,82,206,82,207,PF12400.13,STIMATE,Family,1,123,124,125.0,3e-36,1,No_Clan
g10566.t1,15,94,1,94,PF13865.11,FoP_duplication,Family,2,81,81,68.5,8e-19,1,No_Clan
g10568.t1,21,96,21,97,PF03134.24,TB2_DP1_HVA22,Family,1,76,77,80.3,9.7e-23,1,No_Clan
g10569.t1,370,532,362,545,PF00211.25,Guanylate_cyc,Domain,14,156,183,32.2,9.4e-08,1,CL0276
g10570.t1,28,228,27,228,PF05630.16,NPP1,Family,2,197,197,195.3,1.5e-57,1,No_Clan
g10571.t1,110,205,110,213,PF13359.12,DDE_Tnp_4,Domain,1,97,158,56.1,4.2e-15,1,CL0219
g10572.t1,1,139,1,140,PF05630.16,NPP1,Family,66,196,197,121.6,5.7e-35,1,No_Clan
g10573.t1,42,244,41,244,PF05630.16,NPP1,Family,2,197,197,233.3,3.4e-69,1,No_Clan
g10574.t1,134,188,132,189,PF00571.33,CBS,Domain,3,56,57,32.1,1.4e-07,1,No_Clan
g10577.t1,43,238,43,238,PF05630.16,NPP1,Family,1,197,197,193.0,7.4e-57,1,No_Clan
g10578.t1,42,242,42,242,PF05630.16,NPP1,Family,1,197,197,211.3,1.9e-62,1,No_Clan
g10583.t1,124,225,113,226,PF01794.24,Ferric_reduct,Family,14,120,121,61.8,8.1e-17,1,CL0328
g10583.t1,273,378,268,379,PF08022.18,FAD_binding_8,Domain,6,108,109,76.0,2.9e-21,1,CL0866
g10583.t1,388,545,388,549,PF08030.17,NAD_binding_6,Domain,1,152,156,32.5,1.1e-07,1,CL0091
g10585.t1,32,329,31,348,PF00331.26,Glyco_hydro_10,Domain,2,297,311,306.6,2.3e-91,1,CL0036
g10586.t1,103,462,101,462,PF02055.22,Glyco_hydro_30,Domain,3,348,348,350.6,1.1e-104,1,CL0036
g10586.t1,465,528,465,528,PF17189.10,Glyco_hydro_30C,Domain,1,65,65,66.6,2.1e-18,1,CL0369
g10587.t1,44,243,43,243,PF05630.16,NPP1,Family,2,197,197,222.6,6.5e-66,1,No_Clan
g10588.t1,42,243,41,245,PF05630.16,NPP1,Family,2,195,197,230.8,1.9e-68,1,No_Clan
g10599.t1,1,88,1,139,PF16810.10,RXLR,Family,1,96,141,31.5,2.7e-07,1,CL0807
g10600.t1,30,236,30,243,PF00106.31,adh_short,Domain,1,187,195,94.5,7.2e-27,1,CL0063
g10604.t1,11,145,10,145,PF01419.22,Jacalin,Repeat,2,136,136,80.9,1.5e-22,1,CL0568
g10604.t1,197,330,196,331,PF01419.22,Jacalin,Repeat,2,135,136,84.4,1.2e-23,1,CL0568
g10604.t1,357,491,356,491,PF01419.22,Jacalin,Repeat,2,136,136,78.2,9.7e-22,1,CL0568
g10613.t1,67,154,66,154,PF13650.11,Asp_protease_2,Domain,2,90,90,39.8,7.5e-10,1,CL0129
g10613.t1,619,672,619,672,PF00385.30,Chromo,Domain,1,53,53,33.7,3.4e-08,1,CL0010
g10618.t1,112,224,111,226,PF01794.24,Ferric_reduct,Family,2,119,121,74.6,8.6e-21,1,CL0328
g10618.t1,283,372,273,374,PF08022.18,FAD_binding_8,Domain,12,107,109,58.1,1e-15,1,CL0866
g10621.t1,27,333,18,340,PF02275.23,CBAH,Domain,8,304,316,79.6,4e-22,1,CL0052
g10622.t1,21,113,20,113,PF24784.1,Temptin_C,Domain,2,98,98,113.9,5.1e-33,1,No_Clan
g10623.t1,84,231,82,231,PF00005.33,ABC_tran,Domain,3,137,137,88.1,9.8e-25,1,CL0023
g10623.t1,261,329,261,394,PF19055.6,ABC2_membrane_7,Family,1,70,410,39.5,4.2e-10,1,CL0181
g10623.t1,389,598,388,599,PF01061.29,ABC2_membrane,Domain,2,210,211,143.8,6.9e-42,1,CL0181
g10624.t1,192,455,190,458,PF00069.31,Pkinase,Domain,3,258,263,171.0,4.2e-50,1,CL0016
g10625.t1,1,81,1,137,PF16810.10,RXLR,Family,1,86,141,34.5,3.2e-08,1,CL0807
g10628.t1,33,345,32,347,PF00331.26,Glyco_hydro_10,Domain,2,308,311,316.7,2e-94,1,CL0036
g10630.t1,1,84,1,123,PF16810.10,RXLR,Family,1,93,141,38.3,2.1e-09,1,CL0807
g10642.t1,353,514,353,514,PF00078.32,RVT_1,Domain,1,205,205,121.8,3.8e-35,1,CL0027
g10642.t1,602,705,602,705,PF17917.7,RT_RNaseH,Domain,1,105,105,119.7,7.1e-35,1,CL0219
g10642.t1,1036,1094,1035,1094,PF17921.7,Integrase_H2C2,Domain,2,59,59,56.9,2.2e-15,1,CL0361
g10644.t1,1,117,1,138,PF16810.10,RXLR,Family,1,119,141,38.1,2.4e-09,1,CL0807
g10646.t1,395,723,395,724,PF00884.28,Sulfatase,Family,1,300,301,107.6,9.5e-31,1,CL0088
g10647.t1,37,206,35,206,PF03184.25,DDE_1,Family,4,177,177,69.8,2.7e-19,1,CL0219
g10657.t1,2,87,1,87,PF24784.1,Temptin_C,Domain,7,98,98,109.1,1.5e-31,1,No_Clan
g10658.t1,1,87,1,112,PF16810.10,RXLR,Family,1,100,141,33.0,9.2e-08,1,CL0807
g10660.t1,138,288,138,289,PF13358.12,DDE_3,Domain,1,145,146,61.3,1.2e-16,1,CL0219
g10665.t1,1,90,1,105,PF16810.10,RXLR,Family,1,98,141,35.6,1.5e-08,1,CL0807
g10667.t1,1041,1190,1041,1191,PF00005.33,ABC_tran,Domain,1,136,137,45.2,1.8e-11,1,CL0023
g10667.t1,1337,1550,1336,1551,PF01061.29,ABC2_membrane,Domain,2,210,211,98.3,5.7e-28,1,CL0181
g10667.t1,1700,1837,1699,1837,PF00005.33,ABC_tran,Domain,2,137,137,39.2,1.3e-09,1,CL0023
g10667.t1,1867,1931,1866,1943,PF19055.6,ABC2_membrane_7,Family,2,67,410,36.6,3.2e-09,1,CL0181
g10667.t1,1970,2180,1969,2181,PF01061.29,ABC2_membrane,Domain,2,210,211,105.1,4.5e-30,1,CL0181
g10668.t1,41,249,41,249,PF00089.32,Trypsin,Domain,1,220,220,167.7,4.3e-49,1,CL0124
g10670.t1,101,221,89,231,PF19259.5,Ty3_capsid,Domain,50,170,198,39.3,6e-10,1,CL0523
g10670.t1,606,762,605,799,PF00078.32,RVT_1,Domain,3,202,205,90.3,1.8e-25,1,CL0027
g10670.t1,856,959,856,959,PF17917.7,RT_RNaseH,Domain,1,105,105,116.1,9.8e-34,1,CL0219
g10670.t1,1069,1127,1068,1127,PF17921.7,Integrase_H2C2,Domain,2,59,59,62.3,4.6e-17,1,CL0361
g10670.t1,1361,1426,1361,1426,PF24626.1,SH3_Tf2-1,Domain,1,64,64,60.9,1.2e-16,1,CL0010
g10670.t1,1449,1496,1447,1497,PF00385.30,Chromo,Domain,3,52,53,38.0,1.6e-09,1,CL0010
g10671.t1,715,876,715,876,PF00078.32,RVT_1,Domain,1,205,205,122.4,2.5e-35,1,CL0027
g10671.t1,964,1067,964,1067,PF17917.7,RT_RNaseH,Domain,1,105,105,117.5,3.5e-34,1,CL0219
g10671.t1,1398,1456,1397,1456,PF17921.7,Integrase_H2C2,Domain,2,59,59,60.0,2.4e-16,1,CL0361
g10671.t1,1971,2017,1970,2030,PF00089.32,Trypsin,Domain,2,49,220,38.1,1.8e-09,1,CL0124
g10671.t1,2031,2149,2025,2149,PF00089.32,Trypsin,Domain,102,220,220,93.6,2e-26,1,CL0124
g10673.t1,39,246,39,246,PF00089.32,Trypsin,Domain,1,220,220,175.1,2.3e-51,1,CL0124
g10686.t1,2,115,2,115,PF20147.5,Crinkler,Domain,1,106,106,72.2,6.8e-20,1,CL0072
g10687.t1,1508,1593,1502,1593,PF13975.11,gag-asp_proteas,Domain,8,92,92,28.2,2.8e-06,1,CL0129
g10687.t1,1861,2021,1861,2021,PF00078.32,RVT_1,Domain,1,205,205,104.4,8.3e-30,1,CL0027
g10687.t1,2109,2218,2109,2219,PF17917.7,RT_RNaseH,Domain,1,104,105,95.7,2.2e-27,1,CL0219
g10687.t1,2403,2456,2402,2460,PF17921.7,Integrase_H2C2,Domain,2,54,59,54.2,1.5e-14,1,CL0361
g10687.t1,2479,2576,2478,2576,PF00665.32,rve,Domain,3,102,102,40.1,4.4e-10,1,CL0219
g10687.t1,2700,2762,2700,2763,PF24626.1,SH3_Tf2-1,Domain,1,63,64,34.5,2.1e-08,1,CL0010
g10690.t1,342,746,342,746,PF13843.12,DDE_Tnp_1_7,Domain,1,349,349,154.5,5.8e-45,1,CL0219
g10692.t1,133,257,133,272,PF00107.32,ADH_zinc_N,Domain,1,119,129,82.9,2.4e-23,1,CL0063
g10694.t1,33,114,32,115,PF08240.17,ADH_N,Domain,2,103,104,46.3,5.4e-12,1,CL0296
g10694.t1,154,278,154,292,PF00107.32,ADH_zinc_N,Domain,1,119,129,80.5,1.3e-22,1,CL0063
g10695.t1,305,461,305,461,PF00005.33,ABC_tran,Domain,1,137,137,94.8,8.7e-27,1,CL0023
g10695.t1,618,828,617,828,PF01061.29,ABC2_membrane,Domain,2,211,211,140.1,9e-41,1,CL0181
g10695.t2,1,160,1,160,PF01061.29,ABC2_membrane,Domain,52,211,211,107.5,8.6e-31,1,CL0181
g10696.t1,23,502,23,502,PF04734.18,Ceramidase_alk,Domain,1,509,509,522.2,1.7e-156,1,CL0635
g10696.t1,507,668,504,668,PF17048.11,Ceramidse_alk_C,Domain,4,169,169,149.4,1.1e-43,1,CL0159
g10697.t1,22,330,22,333,PF04734.18,Ceramidase_alk,Domain,1,339,509,336.1,4.4e-100,1,CL0635
g10697.t1,336,451,331,451,PF04734.18,Ceramidase_alk,Domain,391,509,509,120.0,1.5e-34,1,CL0635
g10697.t1,455,616,453,616,PF17048.11,Ceramidse_alk_C,Domain,3,169,169,121.3,4.5e-35,1,CL0159
g10698.t1,69,218,69,218,PF00005.33,ABC_tran,Domain,1,137,137,102.7,3.2e-29,1,CL0023
g10698.t1,247,330,247,351,PF19055.6,ABC2_membrane_7,Family,1,84,410,47.5,1.5e-12,1,CL0181
g10698.t1,357,566,356,567,PF01061.29,ABC2_membrane,Domain,2,210,211,154.3,4e-45,1,CL0181
g10700.t1,63,212,63,212,PF00005.33,ABC_tran,Domain,1,137,137,104.3,9.9e-30,1,CL0023
g10700.t1,241,324,241,342,PF19055.6,ABC2_membrane_7,Family,1,84,410,40.1,2.7e-10,1,CL0181
g10700.t1,347,556,346,557,PF01061.29,ABC2_membrane,Domain,2,210,211,155.4,1.9e-45,1,CL0181
g10701.t1,264,523,260,527,PF00069.31,Pkinase,Domain,6,258,263,163.9,6.1e-48,1,CL0016
g10705.t1,97,540,77,540,PF00083.30,Sugar_tr,Family,30,452,452,262.5,9.4e-78,1,CL0015
g10707.t1,43,493,33,494,PF00083.30,Sugar_tr,Family,22,451,452,275.4,1.1e-81,1,CL0015
g10715.t1,50,253,44,255,PF00264.25,Tyrosinase,Domain,6,211,214,95.0,1.1e-26,1,CL0205
g10728.t1,65,336,58,348,PF01095.25,Pectinesterase,Repeat,6,275,298,169.0,1.3e-49,1,CL0268
g10729.t1,27,84,26,85,PF00830.24,Ribosomal_L28,Family,2,59,60,74.2,7.9e-21,1,No_Clan
g10732.t1,25,611,25,615,PF01602.26,Adaptin_N,Repeat,1,519,524,353.2,3e-105,1,CL0020
g10732.t1,758,852,757,856,PF02883.26,Alpha_adaptinC2,Domain,2,100,111,55.2,9.6e-15,1,CL0159
g10732.t1,866,977,866,982,PF02296.21,Alpha_adaptin_C,Family,1,108,113,45.9,7.4e-12,1,CL0545
g10733.t1,38,238,26,238,PF00687.26,Ribosomal_L1,Domain,12,198,198,144.7,3.2e-42,1,No_Clan
g10734.t1,154,303,153,303,PF02544.21,Steroid_dh,Family,2,150,150,100.6,1e-28,1,CL0115
g10735.t1,70,205,52,208,PF00875.24,DNA_photolyase,Domain,27,161,164,79.7,2.9e-22,1,CL0039
g10736.t1,8,60,1,63,PF03441.19,FAD_binding_7,Domain,41,91,203,81.6,6.4e-23,1,No_Clan
g10736.t1,62,144,60,145,PF03441.19,FAD_binding_7,Domain,110,202,203,75.8,3.9e-21,1,No_Clan
g10750.t1,54,197,52,198,PF06445.20,GyrI-like,Domain,3,154,155,48.2,1.7e-12,1,CL0319
g10772.t1,296,358,294,361,PF00498.31,FHA,Family,3,64,67,48.0,1.7e-12,1,CL0357
g10772.t1,371,667,370,668,PF00481.26,PP2C,Family,2,254,255,209.8,7e-62,1,CL0238
g10774.t1,716,971,694,971,PF07714.23,PK_Tyr_Ser-Thr,Domain,37,258,258,66.1,3.9e-18,1,CL0016
g10774.t1,1250,1548,1247,1548,PF07714.23,PK_Tyr_Ser-Thr,Domain,4,258,258,131.3,5e-38,1,CL0016
g10775.t1,68,129,66,130,PF06445.20,GyrI-like,Domain,93,154,155,29.0,1.4e-06,1,CL0319
g10776.t1,19,172,17,173,PF06445.20,GyrI-like,Domain,3,154,155,57.5,2.5e-15,1,CL0319
g10778.t1,134,234,131,299,PF00775.27,Dioxygenase_C,Domain,4,100,182,27.5,2.5e-06,1,CL0287
g10780.t1,134,234,131,300,PF00775.27,Dioxygenase_C,Domain,4,100,182,27.9,1.9e-06,1,CL0287
g10781.t1,11,108,11,110,PF00034.26,Cytochrom_C,Domain,1,88,90,58.7,1.5e-15,1,CL0318
g10785.t1,673,689,672,689,PF00098.28,zf-CCHC,Domain,2,18,18,26.1,8.2e-06,1,CL0511
g10785.t1,1299,1460,1299,1460,PF00078.32,RVT_1,Domain,1,205,205,122.2,2.9e-35,1,CL0027
g10785.t1,1549,1651,1548,1651,PF17917.7,RT_RNaseH,Domain,2,105,105,121.3,2.3e-35,1,CL0219
g10786.t1,216,274,216,275,PF17921.7,Integrase_H2C2,Domain,1,58,59,63.2,2.4e-17,1,CL0361
g10786.t1,292,387,290,387,PF00665.32,rve,Domain,5,102,102,36.5,5.7e-09,1,CL0219
g10788.t1,252,419,228,443,PF00078.32,RVT_1,Domain,46,193,205,66.6,3.1e-18,1,CL0027
g10864.t1,8,89,2,90,PF12597.13,Cox20,Family,19,100,101,48.6,7.3e-13,1,No_Clan
g10865.t1,294,453,294,455,PF00071.28,Ras,Domain,1,159,162,180.6,2.1e-53,1,CL0023
g10867.t1,61,134,61,135,PF22675.2,KH-I_KHDC4-BBP,Domain,1,75,76,76.9,1.1e-21,1,CL0007
g10867.t1,186,251,185,252,PF00013.35,KH_1,Domain,2,65,66,69.2,2.5e-19,1,CL0007
g10867.t1,289,353,288,354,PF00013.35,KH_1,Domain,2,65,66,68.2,5.1e-19,1,CL0007
g10867.t1,373,431,373,439,PF00013.35,KH_1,Domain,1,57,66,51.0,1.2e-13,1,CL0007
g10869.t1,125,205,118,206,PF15963.11,Myb_DNA-bind_7,Domain,8,87,88,78.0,4.8e-22,1,CL0123
g10873.t1,9,92,9,92,PF00964.22,Elicitin,Domain,1,88,88,83.8,8.4e-24,1,No_Clan
g10876.t1,20,111,20,112,PF24784.1,Temptin_C,Domain,1,97,98,103.2,1.1e-29,1,No_Clan
g10877.t1,36,116,36,116,PF01016.24,Ribosomal_L27,Family,1,79,79,124.0,2.4e-36,1,No_Clan
g10878.t1,2,90,2,90,PF10961.13,SelK_SelG,Family,1,86,86,87.6,8.5e-25,1,No_Clan
g10879.t1,27,179,26,180,PF04939.17,RRS1,Family,2,164,165,180.2,3.5e-53,1,No_Clan
g10884.t1,4,142,4,142,PF20147.5,Crinkler,Domain,1,106,106,70.7,2e-19,1,CL0072
g10886.t1,39,96,25,99,PF15511.12,CENP-T_C,Domain,22,79,108,32.7,8.3e-08,1,CL0012
g10894.t1,170,480,165,487,PF03133.20,TTL,Family,6,285,292,248.3,1.2e-73,1,CL0179
g10895.t1,89,197,88,205,PF13366.12,PDDEXK_3,Domain,2,108,117,99.6,1.8e-28,1,CL0236
g10896.t1,178,333,178,333,PF02731.20,SKIP_SNW,Family,1,158,158,241.3,4.3e-72,1,No_Clan
g10898.t1,10,439,5,448,PF01490.24,Aa_trans,Domain,7,398,410,154.1,5.6e-45,1,CL0062
