,chr,start,end,zoospore,germinating cyst,mycelia_48h,mycelia_96,Early infection,Late infection,compartment
g19892,HiC_scaffold_4,1398872,1399826,0.719736837,0.63044246,0.44977076,4.454738156,0.818139176,0.667944044,A
g19893,HiC_scaffold_4,1400537,1402961,7.122796652,8.01061918,21.63592294,13.304284,14.28838487,14.64191129,A
g19894,HiC_scaffold_4,1403171,1404691,3.676893314,81.12737986,125.8471507,58.21199909,137.8156042,84.14272007,A
g19895,HiC_scaffold_4,1404844,1406407,5.055146678,5.756165635,6.833033177,7.216575239,7.980511908,8.865836047,A
g19896,HiC_scaffold_4,1406519,1408247,7.101741385,33.393945,45.77974689,75.05407702,78.56979552,156.5496567,A
g19897,HiC_scaffold_4,1408405,1412358,1.185533686,1.041521938,2.413681053,3.834885027,2.225780032,5.304209508,A
g19898,HiC_scaffold_4,1412704,1413231,4.480986765,1.205747467,3.109963955,8.482101872,3.254629697,11.25822461,A
g19899,HiC_scaffold_4,1413362,1414127,6.557026451,1.098875576,1.118635116,3.90201744,1.895343177,9.642911419,A
g19900,HiC_scaffold_4,1414172,1414868,4.785794347,5.609247665,3.631176737,12.92745037,9.439644445,11.3670395,A
g19901,HiC_scaffold_4,1414960,1415959,0.907120529,3.694378142,4.350230731,10.52216775,7.092159941,7.174488912,A
g19902,HiC_scaffold_4,1416078,1417423,6.353349062,8.716127192,7.706351726,13.49804973,12.6894279,13.86425596,A
g19903,HiC_scaffold_4,1417581,1418895,1.504143301,1.510022791,1.093539397,4.228950446,2.577247814,1.87139902,A
g19904,HiC_scaffold_4,1418919,1419334,1.777472448,0.677545802,0,36.99929267,25.62700052,32.65933045,A
g19905,HiC_scaffold_4,1419454,1421830,5.396115764,6.00758562,8.379914625,6.531444342,7.21181665,7.549876908,A
g19912,HiC_scaffold_4,1456361,1457007,2.946427217,2.129141761,1.526391695,20.18727497,12.01324272,10.34372658,A
g19913,HiC_scaffold_4,1457043,1460364,1.877055594,1.006392863,1.1173388,1.87744169,1.296173353,1.470330028,A
g19914,HiC_scaffold_4,1460572,1461426,2.385019015,2.283762915,1.234275398,35.62835736,23.61342445,24.16896503,A
g19915,HiC_scaffold_4,1461565,1465773,0.909934419,1.824197628,2.130018429,9.40097689,7.051078031,8.360396389,A
g19916,HiC_scaffold_4,1467090,1469463,1.049449917,0.59506929,0.915524284,8.970145021,11.11762739,17.54963988,A
g19917,HiC_scaffold_4,1470159,1470915,1.807260581,0.213365058,0.419574137,24.71570651,29.13430604,43.72263801,A
g19918,HiC_scaffold_4,1471778,1472890,8.664186636,1.406904381,1.278113244,3.919280838,3.64504143,5.84100446,A
g19919,HiC_scaffold_4,1473111,1473601,46.01877824,31.10296786,8.791692288,67.21868751,67.40560221,44.88262843,A
g19920,HiC_scaffold_4,1473922,1476688,41.85251277,28.88810991,35.04188356,18.54932132,18.92893706,22.06030129,A
g19921,HiC_scaffold_4,1476991,1477650,65.0084824,41.07689187,47.62120007,6.957808661,18.07387918,8.391573953,A
g19922,HiC_scaffold_4,1478930,1480164,13.83108894,22.94787179,17.53759197,12.50914549,14.26317463,8.662259954,A
g19923,HiC_scaffold_4,1480243,1481290,10.26599539,0.381205884,6.304316785,6.016159604,5.816313925,6.437362582,A
g19924,HiC_scaffold_4,1481394,1483036,0.529038108,0.052429139,2.465732651,2.748166403,3.867036483,4.738852102,A
g19925,HiC_scaffold_4,1486307,1487429,2.608894709,1.684933016,7.296571993,0.413809241,0.429810381,0.426086423,A
g19926,HiC_scaffold_4,1487604,1489566,4.33206051,12.1137693,15.40027996,0,0,0,A
g19927,HiC_scaffold_4,1489594,1490629,4.652855271,3.387722655,6.964913448,0,0,0,A
g19938,HiC_scaffold_4,1535597,1538888,6.165526152,2.280700521,1.41835651,6.147124211,4.751513935,6.711792925,A
g19940,HiC_scaffold_4,1546539,1547061,3.258414488,0.078573875,0.338271442,1.131191735,0.771911818,1.118899231,A
g19941,HiC_scaffold_4,1547182,1548823,1.475450953,4.919850084,1.631655302,8.495136565,8.503228342,7.698419145,A
g19942,HiC_scaffold_4,1549258,1550107,0.54395502,0.141682475,0.837602196,2.341510096,0.888184155,0.062606854,A
g19943,HiC_scaffold_4,1550954,1551797,5.048980678,0.426436691,2.071013722,3.104904876,3.820288368,1.00810379,A
g19948,HiC_scaffold_4,1557740,1558325,6.910298135,18.99669548,6.023376458,77.88229895,84.01132427,68.87015773,A
g19950,HiC_scaffold_4,1561311,1561938,29.58725563,12.02595164,1.939603651,23.83893313,20.23781546,12.44445455,A
g19951,HiC_scaffold_4,1561987,1565935,4.135485708,1.416466989,3.128277822,2.153868861,1.522653663,2.083832,A
g19952,HiC_scaffold_4,1566072,1569537,0.183912046,0.291549379,1.204188111,1.275632362,0.825949749,1.455334974,A
g19953,HiC_scaffold_4,1569598,1570852,0.090332278,0.383695124,0.6843402,1.06600657,0.581947724,1.692758133,A
g19954,HiC_scaffold_4,1570943,1575854,0.053347441,0.17952665,0.581823058,0.663679742,0.726621398,1.015938192,A
g19955,HiC_scaffold_4,1576136,1576904,0.096818103,0,0.045774855,0.099399631,0.143237962,0.138419842,A
g19956,HiC_scaffold_4,1577886,1578762,0.042440812,0.092068484,0.08026276,0.346792866,0.248724868,0.303385955,A
g19957,HiC_scaffold_4,1580627,1581923,1.578637871,4.168920939,2.180500729,12.9071926,9.777704547,12.01554668,A
g19958,HiC_scaffold_4,1582109,1583339,6.9718588,26.43219251,8.496014302,18.3366825,18.09335007,14.06961811,A
g19959,HiC_scaffold_4,1583543,1584483,1.216755177,5.792048468,4.539762006,18.28415953,12.23880921,8.928904533,A
g19960,HiC_scaffold_4,1584594,1585759,4.748008915,1.933073043,2.614759216,6.319525206,3.077669284,4.434746608,A
g19961,HiC_scaffold_4,1585977,1588625,10.99057312,7.05155194,6.82176884,7.949220522,6.102583293,9.172288228,A
g19962,HiC_scaffold_4,1588665,1589629,5.951730093,12.5950688,5.618537222,14.4505807,10.08207314,11.93082195,A
g19963,HiC_scaffold_4,1590143,1590452,0.3778677,0,0.113770514,0.247051511,0.174557006,0,B
g19977,HiC_scaffold_4,1632438,1635729,4.133161442,2.056177236,1.23758361,2.748823339,2.043371053,2.096707144,B
g19978,HiC_scaffold_4,1636012,1636333,0.121247268,0.506800987,0.224033257,0,0,0,B
g19981,HiC_scaffold_4,1650426,1651269,1.748919348,3.528433889,1.687127554,0.550763901,0.222046867,0.314894531,A
g19982,HiC_scaffold_4,1651384,1653025,1.278980622,4.662343794,1.237242092,2.592778851,3.224293996,2.782392897,A
g19983,HiC_scaffold_4,1653434,1654283,0.179266253,0,0.793359751,0.181676031,0,0,A
g19984,HiC_scaffold_4,1654982,1655825,0,0.282109818,0.296674811,0.513770938,0.255934116,0,A
g19985,HiC_scaffold_4,1658020,1658401,8.211943871,3.074862421,4.661958432,0,0,0,A
g19986,HiC_scaffold_4,1658441,1659386,4.47757472,2.256561714,2.372536566,0.054406685,0,0,A
g19987,HiC_scaffold_4,1660539,1660980,8.692501751,5.037137438,2.583680999,0.056518367,0,0,A
g19988,HiC_scaffold_4,1661151,1662010,3.49888232,2.487130717,2.141814334,0.038463889,0.040796954,0,A
g19989,HiC_scaffold_4,1662203,1662950,1.890466209,1.888514447,1.566997543,0.559002681,0.252009065,0.141896161,A
g19990,HiC_scaffold_4,1662986,1663652,0.351566445,0.662442723,0.757463459,0,0,0,A
g19991,HiC_scaffold_4,1663824,1664769,3.309003591,2.556002495,2.186530805,0.056062893,0,0,A
g19992,HiC_scaffold_4,1664809,1665190,4.914052097,4.111568879,3.456124048,0,0,0,A
g19994,HiC_scaffold_4,1666513,1666954,3.52758322,2.743265031,1.775598502,0.17310412,0.124724211,0,A
g19995,HiC_scaffold_4,1667124,1667457,1.376376483,2.056613707,1.278895825,0.074848649,0,0,A
g19996,HiC_scaffold_4,1667651,1668398,1.878804753,1.992789849,1.862255267,0.383790542,0.431811817,0.071155581,A
g19997,HiC_scaffold_4,1668645,1669157,2.237884444,1.850501425,3.62303569,0,0,0,A
g19998,HiC_scaffold_4,1669270,1670050,1.810484947,2.164327304,1.874637321,0.067922351,0.067785709,0,A
g19999,HiC_scaffold_4,1670182,1670635,1.590116228,0.706069981,1.25584859,0,0,0,A
g20002,HiC_scaffold_4,1673778,1674556,1.883432405,2.832972249,1.766768358,0.051603727,0,0,A
g20003,HiC_scaffold_4,1674669,1675449,2.289361532,2.421943219,2.002649531,0,0.035258575,0,A
g20004,HiC_scaffold_4,1675581,1676034,5.039637389,4.076646832,5.422045436,0,0,0.352008074,A
g20005,HiC_scaffold_4,1678487,1678868,1.314273452,0.527402659,0.65221094,0,0,0,A
g20006,HiC_scaffold_4,1678907,1680711,1.517063718,1.147285343,0.968796889,1.353115054,0.662232733,1.197741954,A
g20011,HiC_scaffold_4,1685930,1688150,1.595528786,1.872568187,1.144550124,0.042983624,0.075026686,0.08961129,A
g20012,HiC_scaffold_4,1688189,1688579,5.745002361,4.125390868,4.286008065,0,0,0,A
g20013,HiC_scaffold_4,1689742,1690572,1.863143776,2.617222773,2.086824825,4.056438326,2.03790408,1.942109594,A
g20014,HiC_scaffold_4,1690790,1691108,9.504537186,3.413063075,3.135781345,0,0.086483298,0,A
g20015,HiC_scaffold_4,1693454,1694090,0.178107981,0,0,0.284170861,0.169616714,0,A
g20016,HiC_scaffold_4,1694720,1695347,31.21045796,13.82239441,2.32696669,6.718862008,5.918783588,6.096302533,A
g20017,HiC_scaffold_4,1695397,1698622,5.479236494,1.314008498,2.949072024,0.748808613,0.517814276,1.250872727,A
g20018,HiC_scaffold_4,1698647,1709261,0.235613151,0.227439535,0.913752257,0.322790192,0.244327357,0.600123057,A
g20019,HiC_scaffold_4,1709537,1710305,0.048409051,0,0,0.200837175,0.214856942,0.484065792,A
g20021,HiC_scaffold_4,1713037,1713913,0.042440812,0.045247066,0,0.261434647,0.185935625,0,A
g20022,HiC_scaffold_4,1715779,1717077,1.585874513,3.460619695,2.217839605,14.16591456,10.48502609,13.39156994,A
g20023,HiC_scaffold_4,1717263,1718494,7.187059346,25.43004266,7.879838991,17.65717824,18.71284019,12.33100655,A
g20024,HiC_scaffold_4,1718699,1719640,2.449597099,8.512844929,9.543362942,24.59664328,18.41287075,12.6507534,A
g20025,HiC_scaffold_4,1719751,1720915,4.588853944,2.207758313,3.202221237,7.393529514,4.091355601,5.699512198,A
g20026,HiC_scaffold_4,1721133,1722063,2.170718784,3.294935109,3.472499712,6.242550477,4.733650951,6.957421675,A
g20027,HiC_scaffold_4,1722116,1723247,6.487541862,4.386195463,5.073198438,5.077484571,3.726290603,4.64663887,A
g20028,HiC_scaffold_4,1723338,1723695,26.68906321,13.6582568,9.048741692,8.051510149,5.421234075,8.174977464,A
g20029,HiC_scaffold_4,1723824,1724788,7.379784946,12.39893472,6.119651426,14.32422949,9.875443865,10.76688078,A
g20030,HiC_scaffold_4,1724970,1727819,18.978211,11.91933043,12.9735001,11.16310415,11.42889873,12.42909434,A
g20031,HiC_scaffold_4,1728441,1729521,8.737785691,43.52909579,36.13470312,32.27778044,37.67867554,40.06822474,A
g20032,HiC_scaffold_4,1729632,1730379,57.37265707,47.64842507,47.17853818,37.59811699,33.03847525,35.38816927,A
g20033,HiC_scaffold_4,1730499,1732656,1.528495507,4.697816265,5.198199048,12.28598713,10.93180219,10.99809015,A
g20034,HiC_scaffold_4,1732846,1733280,5167.793846,2.384180204,5.041323112,1.283714624,0.637314931,1.13310866,A
g20035,HiC_scaffold_4,1737085,1739592,384.7673645,0.331964504,1.459642121,0.426162982,0.243400707,0.478223092,A
g20036,HiC_scaffold_4,1745984,1751519,4.181256382,0.719658398,6.259039819,4.481846024,2.158630574,2.329803404,A
g20037,HiC_scaffold_4,1751602,1752084,1.289805501,1.255015599,3.408204809,5.879604531,3.426765411,3.449954849,A
g20038,HiC_scaffold_4,1752419,1753075,22.76719955,57.36304008,61.59814583,97.90622808,69.94831468,76.02529518,A
g20039,HiC_scaffold_4,1753307,1754897,40.35645816,13.24430483,26.09102584,15.64316691,21.24490133,29.3101353,A
g20040,HiC_scaffold_4,1755038,1756139,57.66259485,49.55850379,50.89999182,25.09457862,33.15372881,47.7372895,A
g20042,HiC_scaffold_4,1760792,1762412,0.849539203,0.146564853,0.051283864,0.109079212,0.040119166,0.154626451,A
g20043,HiC_scaffold_4,1762517,1764347,13.01926112,4.041824039,7.936931402,10.61369924,9.1496509,12.87755663,A
g20044,HiC_scaffold_4,1764430,1765981,22.06591418,3.734013702,5.425286416,10.39428893,7.993168808,10.68527941,A
g20045,HiC_scaffold_4,1766200,1767814,2.49710586,0.025412368,0.066338144,0.272223896,0.233272331,0.789422075,A
g20046,HiC_scaffold_4,1769270,1770713,0.026971845,0.028423813,0.024362501,0.914453189,0.261654057,0,A
g20047,HiC_scaffold_4,1770881,1771577,2.466339593,3.183708445,1.43388034,7.331064706,4.911129447,5.642885202,A
g20048,HiC_scaffold_4,1771640,1773248,17.2299614,0.824583893,0.618140219,1.843789859,1.234488576,1.023563282,A
g20049,HiC_scaffold_4,1774081,1775650,6.12191019,1.04366208,1.360213538,2.44968313,2.129360957,3.045582933,A
g20050,HiC_scaffold_4,1775698,1777267,5.813492428,0,0.044812095,0.067532739,0.084925044,0.202670042,A
g20051,HiC_scaffold_4,1777479,1777903,1106.690672,0.331373061,0.294958028,3.553542704,1.197522608,1.317848411,A
g20052,HiC_scaffold_4,1778075,1782716,0.873298371,0.077755928,0.414921624,1.367974209,0.613717432,1.361366719,A
g20053,HiC_scaffold_4,1783080,1784963,2.402092459,0.402917991,1.499449471,2.46188935,0.899903023,3.44594572,A
g20054,HiC_scaffold_4,1787431,1788756,0.123310619,0,0,0.103335821,0,0,A
g20055,HiC_scaffold_4,1791639,1792566,1.221970616,1.651573585,1.843694693,0.882344897,0.818046814,1.202111721,A
g20056,HiC_scaffold_4,1793384,1794971,4.002276918,2.030209374,4.163224742,2.953000094,1.903969565,2.074215195,A
g20057,HiC_scaffold_4,1795072,1796847,4.858829597,4.821016024,3.803449612,6.869298575,5.503667146,7.147004285,A
g20058,HiC_scaffold_4,1797244,1798568,3.923381271,3.127945907,3.931300336,26.08467757,28.97839569,4.583510106,A
g20059,HiC_scaffold_4,1798995,1800986,1.136153084,0.024155219,0.041407643,0.646857943,0.649000553,0.344155127,A
g20060,HiC_scaffold_4,1802254,1804060,11.19000528,6.12827344,11.52045951,10.63136728,9.21721153,11.41864948,A
g20061,HiC_scaffold_4,1805437,1807373,83.94687994,29.56628586,34.74815335,81.67739508,67.80824187,62.51474396,A
g20062,HiC_scaffold_4,1807764,1808814,8.767973189,26.10592467,21.72719087,8.226059785,7.354276723,8.53612051,A
g20063,HiC_scaffold_4,1808901,1809771,11.36571612,30.62025666,34.39050107,6.482670905,6.340921148,5.552577956,A
g20064,HiC_scaffold_4,1809898,1811182,3.688133189,5.999980915,10.63050983,9.388365613,8.540043825,14.35085413,A
g20066,HiC_scaffold_4,1815223,1816048,0.04717621,1.214477333,1.162199252,2.942622127,2.070430728,0.57910177,A
g20067,HiC_scaffold_4,1816076,1816358,0,0.145445257,1.133350335,0.751481331,0.378762297,0,A
g20078,HiC_scaffold_4,1848434,1850012,3.494632255,0.051110261,0.090129818,0.335663541,0.154153453,0.470789001,A
g20079,HiC_scaffold_4,1850216,1850640,862.3505182,0.440564327,1.46594993,3.665321683,3.411697299,3.803701582,A
g20080,HiC_scaffold_4,1850812,1855462,1.029640787,0.103473911,0.783393274,4.122157467,1.972015012,2.85456656,A
g20081,HiC_scaffold_4,1855825,1857714,1.192386064,0.234211517,1.58919002,4.547416833,3.378812792,6.271485393,A
g20082,HiC_scaffold_4,1858191,1860240,0.288693424,0.044436359,0.059433616,0.013732562,0,0,A
g20083,HiC_scaffold_4,1861439,1862075,1.374625663,0.505076784,0.782683939,0.122490619,0,0,A
g20084,HiC_scaffold_4,1862169,1863943,3.65812119,3.402787174,3.356013449,13.86928327,11.14115269,12.77160573,A
g20085,HiC_scaffold_4,1864378,1865700,1.248227836,0.184518286,0.655953407,15.3341889,18.60645237,4.435659151,A
g20086,HiC_scaffold_4,1865847,1867298,4.53848357,0.141123345,0.15588993,2.359496029,2.258593773,1.81010102,A
g20087,HiC_scaffold_4,1868540,1870346,11.49417585,7.045380961,13.54345879,12.47741206,11.15625364,11.91773862,A
g20088,HiC_scaffold_4,1871052,1872990,119.7781237,41.5318318,48.54865983,63.61417802,54.63716678,50.27357685,A
g20089,HiC_scaffold_4,1873389,1874439,11.8126169,22.87377261,25.73320543,4.55431113,4.04255544,4.675229897,A
g20090,HiC_scaffold_4,1874538,1875504,7.186737009,28.14243917,24.94065432,6.79820267,8.448762345,8.79100913,A
g20091,HiC_scaffold_4,1875558,1876839,1.374949956,2.728540112,4.915737594,1.06299519,0.861930885,1.657563397,A
g20092,HiC_scaffold_4,1878024,1879164,0.493770998,19.23781439,12.67695059,4.507796325,2.651460493,1.350511683,A
g20096,HiC_scaffold_4,1893188,1894214,0.036236015,0,0,0,0,0,A
g20101,HiC_scaffold_4,1905952,1906753,2.556418573,30.7037446,27.67554406,1.209942206,1.114409554,1.457179498,A
g20102,HiC_scaffold_4,1907031,1907730,30.10899728,74.3006558,32.23533286,48.67115348,29.60657628,46.85969302,A
g20103,HiC_scaffold_4,1907785,1909405,128.3239511,192.7871005,51.54887093,60.50370272,39.53124136,54.29640857,A
g20104,HiC_scaffold_4,1909650,1911780,8.175774109,9.550822249,10.86480002,3.83361641,6.682561582,5.261046509,A
g20105,HiC_scaffold_4,1913492,1914862,2.166615785,25.81738939,11.51958774,37.40423867,24.9791955,25.97293457,A
g20106,HiC_scaffold_4,1914989,1917751,2.714739218,3.489938671,3.656721677,5.477033912,5.191302059,6.947830474,A
g20107,HiC_scaffold_4,1917815,1920479,21.68959176,23.90976238,68.08107184,51.04767744,36.57483394,58.97824834,A
g20108,HiC_scaffold_4,1921653,1923738,0.451630378,0.192087143,1.026278553,0.898932801,0.60768013,1.374251192,A
g20109,HiC_scaffold_4,1923821,1924703,2.619012078,7.78901107,32.92160841,8.692370149,13.70348892,19.77827072,A
g20110,HiC_scaffold_4,1924879,1926230,1.786520504,8.21942631,26.36964248,7.054356382,6.320367156,8.415283028,A
g20111,HiC_scaffold_4,1928776,1929286,37.50719562,15.17814443,8.176676582,22.59593909,27.61159593,47.14326976,A
g20112,HiC_scaffold_4,1930875,1931550,1.835666001,80.81446357,244.4014778,65.76783408,111.8958729,188.6179242,A
g20113,HiC_scaffold_4,1931681,1934053,25.49263207,14.33082557,16.01857322,5.21140484,9.390060928,10.42480854,A
g20114,HiC_scaffold_4,1934108,1938477,0,0.013318693,0.10793323,4.531575151,3.203001571,2.853533206,A
g20115,HiC_scaffold_4,1938951,1939461,27.84478158,7.861086925,3.360624459,14.61994506,14.68615911,34.6481792,A
g20116,HiC_scaffold_4,1942097,1946303,1.107989988,0.402555558,1.029992012,1.884528222,2.019439012,3.171299983,A
g20117,HiC_scaffold_4,1946376,1947750,35.87000716,139.1283665,133.450005,64.69136061,58.34131574,116.4058367,A
g20118,HiC_scaffold_4,1948206,1949268,2355.321574,95.69737348,153.3784535,34.58463163,152.5797258,67.06858572,A
g20119,HiC_scaffold_4,1950162,1951221,47.02803399,6.988362031,175.9796651,14.1191459,50.48024895,25.86886729,A
g20135,HiC_scaffold_4,1970204,1971397,0.067106283,0,0,0,0.096068335,0.093744655,A
g20136,HiC_scaffold_4,1971900,1972959,4.607881993,63.0377995,395.9130195,5.568683306,52.75428802,11.79054305,A
g20137,HiC_scaffold_4,1973901,1974872,20.57811996,1.112626873,14.95386327,0.391627631,0.715605888,0.293627999,A
g20138,HiC_scaffold_4,1975286,1976523,2.738801243,0.080732725,2.452220812,0.672188542,0.485928964,0.638166791,A
g20139,HiC_scaffold_4,1977109,1979103,135.2564774,121.9599889,248.064219,88.03050521,138.8491794,130.7152798,A
g20140,HiC_scaffold_4,1979533,1981270,1.392509397,2.159554145,3.993521136,4.622235553,4.501240892,5.733928423,A
g20141,HiC_scaffold_4,1981360,1982275,8.661520638,10.39047116,12.78074757,3.752790615,4.796756464,5.800624877,A
g20142,HiC_scaffold_4,1982292,1983362,2.638853092,9.647234813,6.216982404,8.551973164,6.89011278,3.474734478,A
g20143,HiC_scaffold_4,1983438,1984598,1.645897069,3.190863154,2.397076362,7.052425005,5.202439035,6.254559696,A
g20144,HiC_scaffold_4,1985586,1986609,6.191780307,1.892128842,1.633177807,8.08983906,6.932873398,7.785848209,A
g20145,HiC_scaffold_4,1987205,1988306,0,0.040652748,0,0.683918977,0.465313125,0.054516122,A
g20146,HiC_scaffold_4,1991692,1992025,0,0.119028316,0.105570837,0,0,0,A
g20156,HiC_scaffold_4,2008779,2009340,0,0.070653172,0.062665042,1.532900774,1.438397861,1.228951547,A
g20157,HiC_scaffold_4,2010576,2011572,18.33121715,15.98825288,21.02162533,15.73636927,17.86017087,12.62767323,A
g20158,HiC_scaffold_4,2011588,2014285,7.305541083,4.603355381,6.042705952,12.80795084,8.053425351,6.464374655,A
g20159,HiC_scaffold_4,2014451,2016002,3.282925756,4.629248688,6.302752068,2.822123213,2.303377922,2.715892011,A
g20160,HiC_scaffold_4,2016657,2017404,1.867143297,0.539839303,7.216741869,13.40464639,6.368415984,21.59270154,A
g20161,HiC_scaffold_4,2019255,2019684,0.977652671,0.3727852,0.409732969,3.929409414,1.308989573,1.237557528,A
g20162,HiC_scaffold_4,2020581,2021019,122.0552088,4.684472209,1.703834139,3.830801492,13.88878791,13.56904189,A
g20163,HiC_scaffold_4,2021974,2023100,6.635773358,3.549875606,3.202372666,4.670150451,4.509830015,4.821583365,A
g20164,HiC_scaffold_4,2023477,2024685,14.55517242,4.13726215,8.39371411,5.135984803,3.156401117,4.191043807,A
g20165,HiC_scaffold_4,2024774,2025788,12.84981331,8.823327977,4.847714163,4.741522599,4.875075923,3.245413704,A
g20166,HiC_scaffold_4,2025853,2027137,15.69394121,39.39804212,8.005840811,11.29522089,10.03075669,7.111521399,A
g20167,HiC_scaffold_4,2028059,2028529,0.469244875,0.289317003,0.346045871,3.434418586,2.817692404,1.291757128,A
g20168,HiC_scaffold_4,2028721,2029944,11.86841423,1.217047633,4.084091089,1.526941927,0.996382149,0.824074175,A
g20169,HiC_scaffold_4,2029949,2031404,42.28150626,3.42818646,5.623326655,22.96104059,5.6979318,11.4155856,A
g20170,HiC_scaffold_4,2031649,2033092,23.16817034,34.93949611,19.45200003,46.48815134,47.31863071,36.74207958,A
g20171,HiC_scaffold_4,2033163,2034041,2.487705591,1.782392815,5.918345611,3.187027772,3.215319959,5.682486458,A
g20172,HiC_scaffold_4,2034161,2035973,0.363064843,0.116275601,1.124594885,0.651831362,0.987123647,0.10673923,A
g20173,HiC_scaffold_4,2036327,2037785,1.477365615,0.246561132,0.244970254,1.190293942,0.497600409,0.800974479,A
g20174,HiC_scaffold_4,2038107,2039533,9.69706711,27.93165014,25.35192356,15.59203037,15.95127362,6.500146022,A
g20175,HiC_scaffold_4,2039654,2041331,6.170150641,11.95442881,17.01582442,10.3032787,9.374789073,5.737915419,A
g20176,HiC_scaffold_4,2041454,2042795,3.130192598,1.978921228,4.093050499,5.731831268,4.048416423,2.44628822,A
g20177,HiC_scaffold_4,2042916,2044279,5.642011759,15.71459644,25.23280743,9.617371228,12.505872,1.875519333,A
g20178,HiC_scaffold_4,2045047,2045794,2.283961215,0.378810627,9.414872791,14.86050481,7.035385438,21.73750271,A
g20179,HiC_scaffold_4,2048529,2048931,3.275908699,1.200330394,1.150825612,1.317604644,1.202269926,2.642125287,A
g20180,HiC_scaffold_4,2049010,2050575,8.938144079,1.480819869,1.828659192,4.118400226,2.912924748,6.156687632,A
g20181,HiC_scaffold_4,2050646,2052269,67.07176635,34.80670713,24.08868356,17.10406485,20.49360572,23.31922012,A
g20182,HiC_scaffold_4,2053160,2054390,5.809058294,7.94975519,9.850605765,4.772768744,7.206154513,6.948632578,A
g20183,HiC_scaffold_4,2055426,2056749,1.567963794,13.66737227,5.230815066,5.515937636,6.349582407,2.12606238,A
g20184,HiC_scaffold_4,2056975,2058091,4.102246438,13.14120794,15.93954824,5.725218705,6.343679515,1.854727138,A
g20185,HiC_scaffold_4,2058447,2059206,3.219847027,5.399788608,6.921600549,1.309579757,0.465429385,0.909172372,A
g20186,HiC_scaffold_4,2060684,2063337,0.025447058,0,0.024611456,8.374430048,6.152286432,4.650240837,A
g20187,HiC_scaffold_4,2063896,2065054,8.593171851,1.145018049,4.267627385,3.243746196,1.740721162,5.773337978,A
g20188,HiC_scaffold_4,2065155,2066424,34.17080235,3.227204772,4.821178423,3.200641263,2.56857962,3.009678191,A
g20189,HiC_scaffold_4,2067234,2068410,15.47401486,13.77522013,11.25419541,18.77662817,15.97675431,18.04558407,A
g20190,HiC_scaffold_4,2071010,2072098,21.12037288,6.515106472,7.383960346,16.77829316,9.242231435,13.36705375,A
g20191,HiC_scaffold_4,2072231,2073364,3.068371203,5.803233443,5.269288923,13.93897882,10.53439575,11.66903102,A
g20192,HiC_scaffold_4,2074658,2075261,2.386240598,0.199483286,0.939457155,6.515834007,3.358776894,5.808511366,A
g20194,HiC_scaffold_4,2078934,2079381,1.3541471,0.177344203,0.797235752,3.68416836,1.888210848,2.730098428,A
g20196,HiC_scaffold_4,2085406,2086490,10.04285658,2.298159642,2.72457995,1.144012019,1.310132759,0.596826757,A
g20197,HiC_scaffold_4,2086707,2087799,1.971880327,9.553335603,10.40595648,3.492571223,6.11809307,1.191071156,A
g20198,HiC_scaffold_4,2087996,2089254,9.413713808,2.040506457,95.50986755,37.25415367,38.84935174,19.98139924,A
g20199,HiC_scaffold_4,2090358,2090770,0,0.111967315,0.09930816,111.5534236,92.87198823,158.7823941,A
g20212,HiC_scaffold_4,2126695,2127607,0,0.044973205,0,0.058091484,0,0,B
g20215,HiC_scaffold_4,2185261,2187464,4.466465983,0.208519957,0.402142828,1.176477277,0.415249261,3.222685987,B
g20216,HiC_scaffold_4,2187538,2189274,1.85668582,1.362016023,3.432854827,4.23992714,3.06176411,4.242195112,B
g20217,HiC_scaffold_4,2189669,2191004,40.27217998,387.8861511,200.3021386,90.99374888,78.39496027,48.46801678,B
g20218,HiC_scaffold_4,2191566,2195759,304.5709694,23.56841119,55.22564812,17.92888049,18.54522857,23.45836626,A
g20219,HiC_scaffold_4,2196750,2197183,38.64677868,3.324584737,3.243934468,2.093658693,1.26694869,5.663103885,A
g20220,HiC_scaffold_4,2197274,2197682,136.1728481,38.22373787,18.8705415,64.49797386,40.60719836,45.48331242,A
g20221,HiC_scaffold_4,2197956,2199888,1.488153402,8.77517521,22.43134635,10.22606521,5.772036426,8.190852162,A
g20222,HiC_scaffold_4,2200016,2201778,14.94786194,4.162620458,7.728077121,6.082733477,4.2712346,6.053878636,A
g20223,HiC_scaffold_4,2201939,2202664,571.396112,228.5731427,141.2927052,91.52841417,111.4628271,113.6822342,A
g20224,HiC_scaffold_4,2202896,2205061,9.530945967,7.774219851,16.50111962,7.04388135,5.928225814,5.065858469,A
g20225,HiC_scaffold_4,2205219,2206419,29.444636,11.60050232,20.71515972,6.922848915,7.081778864,6.000392163,A
g20226,HiC_scaffold_4,2206499,2207672,9.338442193,5.236450405,11.06666491,3.565063074,2.928833729,2.727255356,A
g20227,HiC_scaffold_4,2207889,2209392,7.777481715,15.53705887,57.79462407,55.1324753,72.98475202,78.45857574,A
g20228,HiC_scaffold_4,2210058,2210982,2.911442838,7.265221602,4.977474418,3.062069854,2.041957534,2.354168728,A
g20229,HiC_scaffold_4,2211094,2212265,14.08497732,4.70005207,6.916047752,21.64194674,13.36755172,14.97590339,A
g20230,HiC_scaffold_4,2212298,2214077,15.70598402,8.558919865,4.581673096,5.453299707,4.698790009,5.043481637,A
