chromosome	start	end	motif_id	sequence_name	strand	start.1	stop	anchor_annotation
HiC_scaffold_6	4100000	4110000	CG-1	298	+	7642	7651	TAD_74
HiC_scaffold_6	4100000	4110000	zf-C2H2	298	+	1609	1619	TAD_74
HiC_scaffold_6	4100000	4110000	zf-C2H2	298	-	1642	1652	TAD_74
HiC_scaffold_6	4100000	4110000	zf-C2H2	298	+	643	653	TAD_74
HiC_scaffold_6	4100000	4110000	zf-C2H2	298	-	9684	9694	TAD_74
HiC_scaffold_6	4100000	4110000	bZIP_1	298	+	9219	9228	TAD_74
HiC_scaffold_6	4100000	4110000	Myb_DNA-binding	298	+	1485	1495	TAD_74
HiC_scaffold_6	4100000	4110000	HLH	298	+	8989	8998	TAD_74
HiC_scaffold_6	4100000	4110000	HSF_DNA-bind	298	+	8462	8471	TAD_74
HiC_scaffold_6	4100000	4110000	zf-C2H2	298	+	3785	3795	TAD_74
HiC_scaffold_6	4100000	4110000	zf-C2H2	298	-	1608	1617	TAD_74
HiC_scaffold_6	4100000	4110000	zf-C2H2	298	-	1802	1812	TAD_74
HiC_scaffold_6	4100000	4110000	HLH	298	-	1106	1115	TAD_74
HiC_scaffold_6	4100000	4110000	HLH	298	-	1106	1115	TAD_74
HiC_scaffold_6	4100000	4110000	HLH	298	-	9626	9635	TAD_74
HiC_scaffold_6	4100000	4110000	HLH	298	+	9626	9635	TAD_74
HiC_scaffold_6	4100000	4110000	Myb_DNA-binding	298	+	1732	1741	TAD_74
HiC_scaffold_6	4100000	4110000	Myb_DNA-binding	298	+	3561	3570	TAD_74
HiC_scaffold_6	4100000	4110000	Myb_DNA-binding	298	+	9696	9705	TAD_74
HiC_scaffold_6	4100000	4110000	Myb_DNA-binding	298	+	9720	9729	TAD_74
HiC_scaffold_6	4100000	4110000	Myb_DNA-binding	298	+	9774	9783	TAD_74
HiC_scaffold_6	4100000	4110000	Myb_DNA-binding	298	+	9866	9875	TAD_74
HiC_scaffold_6	4100000	4110000	bZIP_1	298	-	5664	5678	TAD_74
HiC_scaffold_6	4100000	4110000	zf-C2H2	298	-	1802	1812	TAD_74
HiC_scaffold_6	4100000	4110000	HLH	298	+	8989	8999	TAD_74
HiC_scaffold_6	4100000	4110000	zf-C2H2	298	-	1608	1617	TAD_74
HiC_scaffold_6	4100000	4110000	BrkDBD	298	+	4575	4585	TAD_74
HiC_scaffold_6	4100000	4110000	BrkDBD	298	-	8769	8779	TAD_74
HiC_scaffold_6	4140000	4145000	zf-C2H2	299	-	1659	1672	TAD_74
HiC_scaffold_6	4140000	4145000	zf-C2H2	299	-	3070	3079	TAD_74
HiC_scaffold_6	4140000	4145000	HSF_DNA-bind	299	-	916	926	TAD_74
HiC_scaffold_6	4140000	4145000	Myb_DNA-binding	299	-	3950	3959	TAD_74
HiC_scaffold_6	4140000	4145000	bZIP_1	299	+	2113	2123	TAD_74
HiC_scaffold_6	4140000	4145000	zf-C2H2	299	+	3070	3079	TAD_74
HiC_scaffold_6	4140000	4145000	HSF_DNA-bind	299	+	917	928	TAD_74
HiC_scaffold_7	640000	650000	zf-C2H2	300	-	3176	3186	TAD_76
HiC_scaffold_7	640000	650000	bZIP_1	300	-	6836	6845	TAD_76
HiC_scaffold_7	640000	650000	Myb_DNA-binding	300	-	8039	8049	TAD_76
HiC_scaffold_7	640000	650000	zf-C2H2	300	+	4569	4579	TAD_76
HiC_scaffold_7	640000	650000	bZIP_1	300	-	1649	1658	TAD_76
HiC_scaffold_7	640000	650000	CENP-B_N	300	+	8298	8307	TAD_76
HiC_scaffold_7	640000	650000	bZIP_1	300	-	6810	6820	TAD_76
HiC_scaffold_7	750000	760000	Myb_DNA-binding	301	-	8812	8823	TAD_76
HiC_scaffold_7	750000	760000	Homeobox	301	+	5668	5678	TAD_76
HiC_scaffold_7	750000	760000	Homeobox	301	-	5833	5843	TAD_76
HiC_scaffold_7	750000	760000	CSD	301	+	531	540	TAD_76
HiC_scaffold_7	750000	760000	zf-C2H2	301	+	3701	3711	TAD_76
HiC_scaffold_7	750000	760000	Myb_DNA-binding	301	-	5591	5600	TAD_76
HiC_scaffold_7	750000	760000	zf-C2H2	301	+	3701	3711	TAD_76
HiC_scaffold_7	750000	760000	zf-C2H2	301	-	8478	8488	TAD_76
HiC_scaffold_7	750000	760000	HLH	301	+	3384	3394	TAD_76
HiC_scaffold_7	750000	760000	BrkDBD	301	+	357	367	TAD_76
HiC_scaffold_7	750000	760000	zf-C2H2	301	+	8122	8133	TAD_76
HiC_scaffold_7	790000	800000	zf-C2H2	302	+	380	390	TAD_76
HiC_scaffold_7	790000	800000	zf-C2H2	302	+	8553	8565	TAD_76
HiC_scaffold_7	790000	800000	zf-C2H2	302	-	6036	6046	TAD_76
HiC_scaffold_7	790000	800000	bZIP_1	302	-	9713	9722	TAD_76
HiC_scaffold_7	790000	800000	Myb_DNA-binding	302	+	1942	1952	TAD_76
HiC_scaffold_7	790000	800000	bZIP_1	302	+	2668	2678	TAD_76
HiC_scaffold_7	790000	800000	CSD	302	+	2078	2087	TAD_76
HiC_scaffold_7	790000	800000	zf-C2H2	302	+	7429	7439	TAD_76
HiC_scaffold_7	790000	800000	bZIP_1	302	-	4514	4523	TAD_76
HiC_scaffold_7	790000	800000	bZIP_1	302	-	9687	9697	TAD_76
HiC_scaffold_7	790000	800000	HLH	302	+	6541	6551	TAD_76
HiC_scaffold_7	1185000	1190000	Homeobox	303	-	2369	2379	TAD_77
HiC_scaffold_7	1185000	1190000	HSF_DNA-bind	303	-	4929	4942	TAD_77
HiC_scaffold_7	1225000	1230000	HSF_DNA-bind	304	+	2410	2423	TAD_77
HiC_scaffold_7	1225000	1230000	CSD	304	-	2627	2636	TAD_77
HiC_scaffold_7	1225000	1230000	zf-C2H2	304	+	3220	3229	TAD_77
HiC_scaffold_7	1225000	1230000	BrkDBD	304	-	4149	4159	TAD_77
HiC_scaffold_7	1225000	1230000	AP2	304	+	3323	3331	TAD_77
HiC_scaffold_7	1380000	1390000	CG-1	305	+	1866	1875	TAD_78
HiC_scaffold_7	1380000	1390000	zf-C2H2	305	+	4944	4956	TAD_78
HiC_scaffold_7	1380000	1390000	bZIP_1	305	+	5403	5411	TAD_78
HiC_scaffold_7	1380000	1390000	Homeobox	305	-	772	782	TAD_78
HiC_scaffold_7	1380000	1390000	HSF_DNA-bind	305	+	4777	4786	TAD_78
HiC_scaffold_7	1380000	1390000	HSF_DNA-bind	305	+	6342	6351	TAD_78
HiC_scaffold_7	1380000	1390000	CENP-B_N	305	+	5568	5577	TAD_78
HiC_scaffold_7	1510000	1520000	HTH_psq	306	+	3451	3459	TAD_78
HiC_scaffold_7	1510000	1520000	zf-C2H2	306	+	1003	1013	TAD_78
HiC_scaffold_7	1510000	1520000	Myb_DNA-binding	306	+	5177	5187	TAD_78
HiC_scaffold_7	1510000	1520000	HLH	306	+	9808	9817	TAD_78
HiC_scaffold_7	1510000	1520000	zf-C2H2	306	+	852	862	TAD_78
HiC_scaffold_7	1510000	1520000	HLH	306	+	2190	2200	TAD_78
HiC_scaffold_7	1590000	1600000	CG-1	307	+	8253	8262	Boundary
HiC_scaffold_7	1590000	1600000	zf-C2H2	307	+	6604	6612	Boundary
HiC_scaffold_7	1590000	1600000	zf-C2H2	307	-	6605	6615	Boundary
HiC_scaffold_7	1590000	1600000	zf-C2H2	307	-	1730	1740	Boundary
HiC_scaffold_7	1590000	1600000	Myb_DNA-binding	307	+	2424	2433	Boundary
HiC_scaffold_7	1590000	1600000	MADs	307	+	2664	2672	Boundary
HiC_scaffold_7	1590000	1600000	CSD	307	+	7905	7914	Boundary
HiC_scaffold_7	1590000	1600000	zf-C2H2	307	-	5472	5482	Boundary
HiC_scaffold_7	1630000	1640000	CG-1	308	+	562	571	TAD_79
HiC_scaffold_7	1630000	1640000	Homeobox	308	+	2155	2165	TAD_79
HiC_scaffold_7	1630000	1640000	Myb_DNA-binding	308	+	6043	6053	TAD_79
HiC_scaffold_7	1630000	1640000	HSF_DNA-bind	308	+	3353	3362	TAD_79
HiC_scaffold_7	1630000	1640000	HSF_DNA-bind	308	+	3994	4003	TAD_79
HiC_scaffold_7	1630000	1640000	HLH	308	-	9021	9030	TAD_79
HiC_scaffold_7	1790000	1800000	CG-1	309	-	8386	8395	TAD_79
HiC_scaffold_7	1790000	1800000	bZIP_1	309	-	2511	2520	TAD_79
HiC_scaffold_7	1790000	1800000	bZIP_1	309	+	1026	1035	TAD_79
HiC_scaffold_7	1790000	1800000	bZIP_1	309	-	9509	9518	TAD_79
HiC_scaffold_7	1790000	1800000	bZIP_1	309	+	2533	2543	TAD_79
HiC_scaffold_7	1790000	1800000	Myb_DNA-binding	309	-	5971	5980	TAD_79
HiC_scaffold_7	1790000	1800000	HLH	309	+	4170	4179	TAD_79
HiC_scaffold_7	1790000	1800000	bZIP_1	309	-	9419	9429	TAD_79
HiC_scaffold_7	1790000	1800000	bZIP_1	309	-	2952	2963	TAD_79
HiC_scaffold_7	1790000	1800000	bZIP_1	309	-	9419	9430	TAD_79
HiC_scaffold_7	1790000	1800000	HLH	309	-	4836	4845	TAD_79
HiC_scaffold_7	1790000	1800000	HLH	309	-	9144	9154	TAD_79
HiC_scaffold_7	1790000	1800000	zf-C2H2	309	+	9450	9459	TAD_79
HiC_scaffold_7	1870000	1880000	Homeobox	310	-	2088	2097	TAD_79
HiC_scaffold_7	1870000	1880000	HSF_DNA-bind	310	+	1054	1063	TAD_79
HiC_scaffold_7	1870000	1880000	HLH	310	-	8926	8935	TAD_79
HiC_scaffold_7	1870000	1880000	HLH	310	+	8926	8935	TAD_79
HiC_scaffold_7	1870000	1880000	HSF_DNA-bind	310	-	6952	6961	TAD_79
HiC_scaffold_7	1870000	1880000	bZIP_1	310	-	2063	2073	TAD_79
HiC_scaffold_7	1870000	1880000	bZIP_1	310	+	2064	2074	TAD_79
HiC_scaffold_7	1870000	1880000	bZIP_1	310	+	8926	8936	TAD_79
HiC_scaffold_7	1870000	1880000	bZIP_1	310	+	2063	2074	TAD_79
HiC_scaffold_7	1870000	1880000	bZIP_1	310	-	2063	2074	TAD_79
HiC_scaffold_7	1870000	1880000	zf-C2H2	310	+	5040	5050	TAD_79
HiC_scaffold_7	1870000	1880000	zf-C2H2	310	-	6509	6518	TAD_79
HiC_scaffold_7	1870000	1880000	zf-C2H2	310	+	6509	6518	TAD_79
HiC_scaffold_7	1870000	1880000	zf-C2H2	310	-	7784	7794	TAD_79
HiC_scaffold_7	1870000	1880000	bZIP_1	310	-	7455	7469	TAD_79
HiC_scaffold_7	1870000	1880000	zf-C2H2	310	-	7784	7794	TAD_79
HiC_scaffold_7	1870000	1880000	Homeobox	310	+	6353	6362	TAD_79
HiC_scaffold_7	1870000	1880000	bZIP_1	310	+	8068	8079	TAD_79
HiC_scaffold_7	1870000	1880000	HLH	310	+	1342	1352	TAD_79
HiC_scaffold_7	1870000	1880000	zf-C2H2	310	+	6509	6518	TAD_79
HiC_scaffold_7	1870000	1880000	BrkDBD	310	+	7966	7976	TAD_79
HiC_scaffold_7	1870000	1880000	zf-C2H2	310	+	375	384	TAD_79
HiC_scaffold_7	1900000	1910000	CG-1	311	+	3392	3401	TAD_79
HiC_scaffold_7	1900000	1910000	bZIP_1	311	-	1196	1205	TAD_79
HiC_scaffold_7	1900000	1910000	bZIP_1	311	-	3222	3232	TAD_79
HiC_scaffold_7	1900000	1910000	bZIP_1	311	-	2044	2054	TAD_79
HiC_scaffold_7	1900000	1910000	bZIP_1	311	-	6364	6373	TAD_79
HiC_scaffold_7	1900000	1910000	zf-C2H2	311	-	3540	3550	TAD_79
HiC_scaffold_7	1900000	1910000	HLH	311	-	643	652	TAD_79
HiC_scaffold_7	1900000	1910000	HLH	311	-	3039	3048	TAD_79
HiC_scaffold_7	1900000	1910000	bZIP_1	311	+	7847	7861	TAD_79
HiC_scaffold_7	1900000	1910000	zf-C2H2	311	-	3540	3550	TAD_79
HiC_scaffold_7	1900000	1910000	HLH	311	+	6017	6027	TAD_79
HiC_scaffold_7	1900000	1910000	zf-C2H2	311	-	6224	6233	TAD_79
HiC_scaffold_7	2090000	2100000	Homeobox	312	-	3946	3955	TAD_79
HiC_scaffold_7	2090000	2100000	bZIP_1	312	+	9969	9977	TAD_79
HiC_scaffold_7	2090000	2100000	bZIP_1	312	+	5588	5598	TAD_79
HiC_scaffold_7	2090000	2100000	zf-C2H2	312	-	6238	6248	TAD_79
HiC_scaffold_7	2090000	2100000	bZIP_1	312	-	5680	5694	TAD_79
HiC_scaffold_7	2090000	2100000	Homeobox	312	+	6900	6909	TAD_79
HiC_scaffold_7	2090000	2100000	bZIP_1	312	+	3898	3908	TAD_79
HiC_scaffold_7	2090000	2100000	bZIP_1	312	+	7329	7339	TAD_79
HiC_scaffold_7	2090000	2100000	Myb_DNA-binding	312	+	2052	2061	TAD_79
HiC_scaffold_7	2140000	2145000	Homeobox	313	+	184	194	TAD_79
HiC_scaffold_7	2140000	2145000	Myb_DNA-binding	313	-	2728	2737	TAD_79
HiC_scaffold_7	2140000	2145000	Myb_DNA-binding	313	+	2727	2737	TAD_79
HiC_scaffold_7	2140000	2145000	HLH	313	-	3708	3717	TAD_79
HiC_scaffold_7	2140000	2145000	bZIP_1	313	-	4973	4983	TAD_79
HiC_scaffold_7	2140000	2145000	HLH	313	-	2480	2489	TAD_79
HiC_scaffold_7	2150000	2160000	Myb_DNA-binding	314	+	2959	2970	TAD_79
HiC_scaffold_7	2150000	2160000	zf-C2H2	314	-	9216	9226	TAD_79
HiC_scaffold_7	2150000	2160000	HSF_DNA-bind	314	-	5402	5411	TAD_79
HiC_scaffold_7	2150000	2160000	CENP-B_N	314	+	2552	2562	TAD_79
HiC_scaffold_7	2150000	2160000	HLH	314	-	6610	6619	TAD_79
HiC_scaffold_7	2150000	2160000	HLH	314	+	7717	7726	TAD_79
HiC_scaffold_7	2150000	2160000	bZIP_1	314	-	6866	6875	TAD_79
HiC_scaffold_7	2150000	2160000	HSF_DNA-bind	314	-	324	333	TAD_79
HiC_scaffold_7	2150000	2160000	bZIP_1	314	-	450	460	TAD_79
HiC_scaffold_7	2150000	2160000	zf-C2H2	314	-	6443	6452	TAD_79
HiC_scaffold_7	2150000	2160000	zf-C2H2	314	-	4080	4090	TAD_79
HiC_scaffold_7	2150000	2160000	HSF_DNA-bind	314	-	2116	2126	TAD_79
HiC_scaffold_7	2150000	2160000	Myb_DNA-binding	314	+	9369	9378	TAD_79
HiC_scaffold_7	2150000	2160000	CENP-B_N	314	+	9794	9803	TAD_79
HiC_scaffold_7	2150000	2160000	bZIP_1	314	-	69	79	TAD_79
HiC_scaffold_7	2150000	2160000	bZIP_1	314	+	8179	8189	TAD_79
HiC_scaffold_7	2150000	2160000	zf-C2H2	314	+	6443	6452	TAD_79
HiC_scaffold_7	2150000	2160000	BrkDBD	314	-	4349	4359	TAD_79
HiC_scaffold_7	2150000	2160000	Myb_DNA-binding	314	+	2466	2475	TAD_79
HiC_scaffold_7	2150000	2160000	HSF_DNA-bind	314	+	7549	7560	TAD_79
HiC_scaffold_7	2150000	2160000	AP2	314	-	3026	3034	TAD_79
HiC_scaffold_7	2160000	2170000	zf-C2H2	315	+	3845	3855	TAD_79
HiC_scaffold_7	2160000	2170000	zf-C2H2	315	-	8272	8284	TAD_79
HiC_scaffold_7	2160000	2170000	bZIP_1	315	-	218	227	TAD_79
HiC_scaffold_7	2160000	2170000	bZIP_1	315	+	2844	2853	TAD_79
HiC_scaffold_7	2160000	2170000	HLH	315	-	2097	2106	TAD_79
HiC_scaffold_7	2160000	2170000	HLH	315	+	2097	2106	TAD_79
HiC_scaffold_7	2160000	2170000	bZIP_1	315	+	1841	1850	TAD_79
HiC_scaffold_7	2160000	2170000	bZIP_1	315	+	9557	9568	TAD_79
HiC_scaffold_7	2160000	2170000	zf-C2H2	315	-	5175	5184	TAD_79
HiC_scaffold_7	2160000	2170000	Myb_DNA-binding	315	-	3693	3702	TAD_79
HiC_scaffold_7	2160000	2170000	CENP-B_N	315	-	3268	3277	TAD_79
HiC_scaffold_7	2160000	2170000	bZIP_1	315	-	4883	4893	TAD_79
HiC_scaffold_7	2160000	2170000	HLH	315	-	2096	2106	TAD_79
HiC_scaffold_7	2160000	2170000	HLH	315	+	2097	2107	TAD_79
HiC_scaffold_7	2160000	2170000	zf-C2H2	315	+	5175	5184	TAD_79
HiC_scaffold_7	2220000	2225000	bZIP_1	316	+	3629	3638	TAD_79
HiC_scaffold_7	2220000	2225000	HSF_DNA-bind	316	-	4114	4127	TAD_79
HiC_scaffold_7	2220000	2225000	Myb_DNA-binding	316	-	1170	1179	TAD_79
HiC_scaffold_7	2220000	2225000	Myb_DNA-binding	316	+	1169	1179	TAD_79
HiC_scaffold_7	2220000	2225000	bZIP_1	316	-	3424	3434	TAD_79
HiC_scaffold_7	2220000	2225000	HLH	316	-	946	955	TAD_79
HiC_scaffold_7	2220000	2225000	HLH	316	+	845	854	TAD_79
HiC_scaffold_7	2220000	2225000	HLH	316	+	845	854	TAD_79
HiC_scaffold_7	2220000	2225000	AP2	316	+	1221	1229	TAD_79
HiC_scaffold_7	2270000	2280000	zf-C2H2	317	+	8673	8681	TAD_79
HiC_scaffold_7	2270000	2280000	zf-C2H2	317	+	40	50	TAD_79
HiC_scaffold_7	2270000	2280000	zf-C2H2	317	+	9508	9518	TAD_79
HiC_scaffold_7	2270000	2280000	zf-C2H2	317	-	3398	3408	TAD_79
HiC_scaffold_7	2270000	2280000	bZIP_1	317	+	8500	8509	TAD_79
HiC_scaffold_7	2270000	2280000	bZIP_1	317	-	5446	5454	TAD_79
HiC_scaffold_7	2270000	2280000	HSF_DNA-bind	317	-	6147	6159	TAD_79
HiC_scaffold_7	2270000	2280000	HLH	317	-	1552	1561	TAD_79
HiC_scaffold_7	2270000	2280000	HLH	317	-	6599	6608	TAD_79
HiC_scaffold_7	2270000	2280000	zf-C2H2	317	-	4757	4767	TAD_79
HiC_scaffold_7	2270000	2280000	zf-C2H2	317	-	1367	1376	TAD_79
HiC_scaffold_7	2270000	2280000	zf-C2H2	317	-	6414	6423	TAD_79
HiC_scaffold_7	2270000	2280000	CENP-B_N	317	-	8925	8934	TAD_79
HiC_scaffold_7	2270000	2280000	CENP-B_N	317	+	4070	4079	TAD_79
HiC_scaffold_7	2270000	2280000	Homeobox	317	-	2320	2329	TAD_79
HiC_scaffold_7	2270000	2280000	bZIP_1	317	-	1079	1089	TAD_79
HiC_scaffold_7	2270000	2280000	HLH	317	-	4600	4610	TAD_79
HiC_scaffold_7	2270000	2280000	zf-C2H2	317	+	1367	1376	TAD_79
HiC_scaffold_7	2270000	2280000	zf-C2H2	317	+	6414	6423	TAD_79
HiC_scaffold_7	2270000	2280000	bZIP_1	317	+	3315	3325	TAD_79
HiC_scaffold_7	2300000	2305000	zf-C2H2	318	+	4133	4143	TAD_79
HiC_scaffold_7	2300000	2305000	zf-C2H2	318	+	3044	3054	TAD_79
HiC_scaffold_7	2300000	2305000	CSD	318	-	4018	4027	TAD_79
HiC_scaffold_7	2300000	2305000	CSD	318	-	4080	4089	TAD_79
HiC_scaffold_7	2300000	2305000	HLH	318	-	4018	4027	TAD_79
HiC_scaffold_7	2300000	2305000	HLH	318	-	4080	4089	TAD_79
HiC_scaffold_7	2300000	2305000	Myb_DNA-binding	318	-	3358	3367	TAD_79
HiC_scaffold_7	2300000	2305000	Homeobox	318	+	3689	3698	TAD_79
HiC_scaffold_7	2300000	2305000	zf-C2H2	318	+	83	92	TAD_79
HiC_scaffold_7	2340000	2350000	HSF_DNA-bind	319	-	4976	4988	Boundary
HiC_scaffold_7	2340000	2350000	Myb_DNA-binding	319	+	9430	9439	Boundary
HiC_scaffold_7	2340000	2350000	E2F_TDP	319	-	2948	2959	Boundary
HiC_scaffold_7	2340000	2350000	MADs	319	-	4541	4549	Boundary
HiC_scaffold_7	2340000	2350000	zf-C2H2	319	+	8931	8940	Boundary
HiC_scaffold_7	2340000	2350000	zf-C2H2	319	-	529	538	Boundary
HiC_scaffold_7	2340000	2350000	zf-C2H2	319	-	8931	8940	Boundary
HiC_scaffold_7	2340000	2350000	HSF_DNA-bind	319	-	4976	4986	Boundary
HiC_scaffold_7	2340000	2350000	bZIP_1	319	+	2542	2553	Boundary
HiC_scaffold_7	2340000	2350000	bZIP_1	319	+	5783	5793	Boundary
HiC_scaffold_7	2340000	2350000	zf-C2H2	319	-	529	538	Boundary
HiC_scaffold_7	2340000	2350000	zf-C2H2	319	-	8931	8940	Boundary
HiC_scaffold_7	2340000	2350000	HSF_DNA-bind	319	+	4646	4658	Boundary
HiC_scaffold_7	2340000	2350000	HSF_DNA-bind	319	+	4977	4988	Boundary
HiC_scaffold_7	2400000	2405000	Myb_DNA-binding	320	+	4098	4107	TAD_80
HiC_scaffold_7	2400000	2405000	BrkDBD	320	+	4227	4237	TAD_80
HiC_scaffold_7	2400000	2405000	HSF_DNA-bind	320	-	4528	4539	TAD_80
HiC_scaffold_7	2800000	2805000	zf-C2H2	321	+	4180	4190	TAD_81
HiC_scaffold_7	2800000	2805000	Myb_DNA-binding	321	+	709	718	TAD_81
HiC_scaffold_7	2800000	2805000	Myb_DNA-binding	321	-	3734	3744	TAD_81
HiC_scaffold_7	2800000	2805000	CENP-B_N	321	-	1799	1808	TAD_81
HiC_scaffold_7	2800000	2805000	Homeobox	321	-	1351	1360	TAD_81
HiC_scaffold_7	2800000	2805000	Homeobox	321	+	1618	1627	TAD_81
HiC_scaffold_7	2860000	2865000	CG-1	322	-	1491	1500	TAD_81
HiC_scaffold_7	2860000	2865000	zf-C2H2	322	-	4225	4238	TAD_81
HiC_scaffold_7	2860000	2865000	bZIP_1	322	-	3429	3438	TAD_81
HiC_scaffold_7	2860000	2865000	bZIP_1	322	+	2262	2272	TAD_81
HiC_scaffold_7	2860000	2865000	HSF_DNA-bind	322	-	1041	1050	TAD_81
HiC_scaffold_7	2860000	2865000	zf-C2H2	322	+	1260	1269	TAD_81
HiC_scaffold_7	2860000	2865000	HLH	322	-	2348	2357	TAD_81
HiC_scaffold_7	2860000	2865000	zf-C2H2	322	-	1717	1727	TAD_81
HiC_scaffold_7	2860000	2865000	HTH_psq	322	-	1798	1807	TAD_81
HiC_scaffold_7	2860000	2865000	Myb_DNA-binding	322	+	2776	2785	TAD_81
HiC_scaffold_7	2860000	2865000	zf-C2H2	322	-	1717	1727	TAD_81
HiC_scaffold_7	2860000	2865000	BrkDBD	322	+	3412	3421	TAD_81
HiC_scaffold_7	2860000	2865000	AP2	322	-	3505	3513	TAD_81
HiC_scaffold_7	3620000	3630000	Homeobox	323	-	7403	7413	TAD_83
HiC_scaffold_7	3620000	3630000	zf-C2H2	323	-	8215	8228	TAD_83
HiC_scaffold_7	3620000	3630000	zf-C2H2	323	+	8976	8986	TAD_83
HiC_scaffold_7	3620000	3630000	bZIP_1	323	+	8807	8817	TAD_83
HiC_scaffold_7	3620000	3630000	HSF_DNA-bind	323	+	2583	2596	TAD_83
HiC_scaffold_7	3620000	3630000	CENP-B_N	323	+	7857	7867	TAD_83
HiC_scaffold_7	3620000	3630000	HSF_DNA-bind	323	-	3746	3755	TAD_83
HiC_scaffold_7	3620000	3630000	bZIP_1	323	+	7637	7647	TAD_83
HiC_scaffold_7	3620000	3630000	CSD	323	+	3008	3017	TAD_83
HiC_scaffold_7	3620000	3630000	CSD	323	+	9084	9093	TAD_83
HiC_scaffold_7	3620000	3630000	zf-C2H2	323	-	8111	8121	TAD_83
HiC_scaffold_7	3620000	3630000	HLH	323	+	3008	3017	TAD_83
HiC_scaffold_7	3620000	3630000	HLH	323	-	390	399	TAD_83
HiC_scaffold_7	3620000	3630000	HLH	323	+	9084	9093	TAD_83
HiC_scaffold_7	3620000	3630000	bZIP_1	323	-	2181	2195	TAD_83
HiC_scaffold_7	3620000	3630000	bZIP_1	323	-	878	892	TAD_83
HiC_scaffold_7	3620000	3630000	bZIP_1	323	+	885	899	TAD_83
HiC_scaffold_7	3620000	3630000	zf-C2H2	323	-	6122	6132	TAD_83
HiC_scaffold_7	3620000	3630000	CENP-B_N	323	+	7749	7758	TAD_83
HiC_scaffold_7	3620000	3630000	bZIP_1	323	+	1985	1995	TAD_83
HiC_scaffold_7	3620000	3630000	zf-C2H2	323	-	7380	7391	TAD_83
HiC_scaffold_7	3620000	3630000	Myb_DNA-binding	323	+	6148	6157	TAD_83
HiC_scaffold_7	3690000	3700000	zf-C2H2	324	+	1370	1380	TAD_83
HiC_scaffold_7	3690000	3700000	zf-C2H2	324	+	9661	9671	TAD_83
HiC_scaffold_7	3690000	3700000	Homeobox	324	+	1646	1656	TAD_83
HiC_scaffold_7	3690000	3700000	Homeobox	324	-	1811	1821	TAD_83
HiC_scaffold_7	3690000	3700000	CSD	324	-	6949	6958	TAD_83
HiC_scaffold_7	3690000	3700000	Myb_DNA-binding	324	+	1889	1898	TAD_83
HiC_scaffold_7	3690000	3700000	Myb_DNA-binding	324	+	6076	6085	TAD_83
HiC_scaffold_7	3690000	3700000	BrkDBD	324	-	7122	7132	TAD_83
HiC_scaffold_7	3690000	3700000	bZIP_1	324	-	6612	6622	TAD_83
HiC_scaffold_7	3720000	3730000	Homeobox	325	-	9629	9639	TAD_83
HiC_scaffold_7	3720000	3730000	bZIP_1	325	+	183	191	TAD_83
HiC_scaffold_7	3720000	3730000	bZIP_1	325	+	7329	7338	TAD_83
HiC_scaffold_7	3720000	3730000	HSF_DNA-bind	325	-	5989	5998	TAD_83
HiC_scaffold_7	3720000	3730000	bZIP_1	325	+	2920	2931	TAD_83
HiC_scaffold_7	3720000	3730000	bZIP_1	325	+	9863	9873	TAD_83
HiC_scaffold_7	3720000	3730000	CSD	325	+	5251	5260	TAD_83
HiC_scaffold_7	3720000	3730000	zf-C2H2	325	-	935	944	TAD_83
HiC_scaffold_7	3720000	3730000	zf-C2H2	325	+	1582	1591	TAD_83
HiC_scaffold_7	3720000	3730000	HLH	325	-	2591	2600	TAD_83
HiC_scaffold_7	3720000	3730000	HLH	325	+	5251	5260	TAD_83
HiC_scaffold_7	3720000	3730000	bZIP_1	325	-	3079	3093	TAD_83
HiC_scaffold_7	3720000	3730000	bZIP_1	325	+	3086	3100	TAD_83
HiC_scaffold_7	3720000	3730000	bZIP_1	325	-	4422	4436	TAD_83
HiC_scaffold_7	3720000	3730000	zf-C2H2	325	-	8365	8375	TAD_83
HiC_scaffold_7	3720000	3730000	CENP-B_N	325	+	9975	9984	TAD_83
HiC_scaffold_7	3720000	3730000	bZIP_1	325	+	4225	4235	TAD_83
HiC_scaffold_7	3720000	3730000	zf-C2H2	325	+	1582	1591	TAD_83
HiC_scaffold_7	3720000	3730000	zf-C2H2	325	+	935	944	TAD_83
HiC_scaffold_7	3720000	3730000	zf-C2H2	325	-	9606	9617	TAD_83
HiC_scaffold_7	3720000	3730000	Myb_DNA-binding	325	+	8391	8400	TAD_83
HiC_scaffold_7	3735000	3740000	HSF_DNA-bind	326	+	2026	2035	TAD_83
HiC_scaffold_7	3735000	3740000	zf-C2H2	326	+	269	279	TAD_83
HiC_scaffold_7	3735000	3740000	bZIP_1	326	-	2897	2907	TAD_83
HiC_scaffold_7	3735000	3740000	BrkDBD	326	-	3645	3655	TAD_83
HiC_scaffold_7	3735000	3740000	zf-C2H2	326	-	4045	4054	TAD_83
HiC_scaffold_7	3735000	3740000	Myb_DNA-binding	326	+	2590	2599	TAD_83
HiC_scaffold_7	3785000	3790000	Myb_DNA-binding	327	-	3623	3633	TAD_83
HiC_scaffold_7	3785000	3790000	HSF_DNA-bind	327	-	1759	1768	TAD_83
HiC_scaffold_7	3785000	3790000	HSF_DNA-bind	327	-	2600	2609	TAD_83
